file_name,lzma,bz2,zlib,wavelets
client_storage/R2017_10_06/M171006_052547.lvm,930499,203064,186201,273894,1179
client_storage/R2017_10_06/M171006_085554.lvm,927959,203364,187248,274215,1301
client_storage/R2017_10_06/M171006_061143.lvm,934461,199400,178601,262594,1204
client_storage/R2017_10_06/M171006_035042.lvm,931545,201324,174967,266845,1079
client_storage/R2017_10_06/M171006_081002.lvm,931614,201196,180208,270650,1110
client_storage/R2017_10_06/M171006_062727.lvm,926916,198932,177106,266996,1123
client_storage/R2017_10_06/M171006_065908.lvm,929114,205068,183916,272817,1180
client_storage/R2017_10_06/M171006_070248.lvm,930968,201264,179278,267153,1199
client_storage/R2017_10_06/M171006_030454.lvm,931513,200212,176621,266698,1234
client_storage/R2017_10_06/M171006_001907.lvm,931318,211444,204273,287328,1210
client_storage/R2017_10_06/M171006_051032.lvm,923709,211208,206559,286669,1117
client_storage/R2017_10_06/M171006_082229.lvm,925788,197060,182200,262696,1206
client_storage/R2017_10_06/M171006_014130.lvm,932357,200768,177321,263768,1078
client_storage/R2017_10_06/M171006_052556.lvm,934398,201296,183935,270611,1159
client_storage/R2017_10_06/M171006_055546.lvm,932305,202040,184516,270427,1241
client_storage/R2017_10_06/M171006_084109.lvm,918198,202632,184948,274834,1331
client_storage/R2017_10_06/M171006_054145.lvm,934648,198616,184982,268740,1250
client_storage/R2017_10_06/M171006_081415.lvm,933106,200232,184732,268059,1174
client_storage/R2017_10_06/M171006_075523.lvm,935345,199892,181714,264627,1251
client_storage/R2017_10_06/M171006_072014.lvm,932349,201212,186739,270882,1198
client_storage/R2017_10_06/M171006_074026.lvm,934466,205328,192105,275276,1164
client_storage/R2017_10_06/M171006_064641.lvm,929356,201736,181059,267955,1097
client_storage/R2017_10_06/M171006_010939.lvm,941085,199356,180791,272292,1012
client_storage/R2017_10_06/M171006_071909.lvm,933484,201568,183536,266198,1211
client_storage/R2017_10_06/M171006_075520.lvm,933356,200028,180175,268361,1121
client_storage/R2017_10_06/M171006_074926.lvm,932515,202092,186791,267998,1284
client_storage/R2017_10_06/M171006_082947.lvm,927913,205456,186214,274093,1254
client_storage/R2017_10_06/M171006_064014.lvm,929083,200356,181555,268471,1120
client_storage/R2017_10_06/M171006_070727.lvm,933287,199312,177509,263903,1187
client_storage/R2017_10_06/M171006_083034.lvm,934529,199368,182506,268611,1343
client_storage/R2017_10_06/M171006_065338.lvm,927629,208788,194182,281205,1264
client_storage/R2017_10_06/M171006_055236.lvm,928010,206332,190127,275957,1167
client_storage/R2017_10_06/M171006_073708.lvm,924487,199360,176758,264858,1117
client_storage/R2017_10_06/M171006_052714.lvm,937158,201456,187672,268185,1268
client_storage/R2017_10_06/M171006_072555.lvm,936591,198820,180631,264523,1165
client_storage/R2017_10_06/M171006_090910.lvm,926498,201976,183850,275459,1361
client_storage/R2017_10_06/M171006_064403.lvm,935482,196364,181611,264673,1275
client_storage/R2017_10_06/M171006_043527.lvm,932742,199624,176106,264614,1227
client_storage/R2017_10_06/M171006_051753.lvm,922003,197816,175477,262960,1127
client_storage/R2017_10_06/M171006_071401.lvm,926505,199784,179699,266903,1032
client_storage/R2017_10_06/M171006_072755.lvm,935998,198352,180960,262015,1341
client_storage/R2017_10_06/M171006_021032.lvm,922269,199212,170099,264506,1053
client_storage/R2017_10_06/M171006_071055.lvm,927440,198512,176979,265699,1273
client_storage/R2017_10_06/M171006_071527.lvm,927996,203312,178684,269546,1164
client_storage/R2017_10_06/M171006_062210.lvm,931296,196640,174477,264994,1100
client_storage/R2017_10_06/M171006_052945.lvm,935421,198220,177514,263160,1300
client_storage/R2017_10_06/M171006_081049.lvm,934257,198004,181889,267590,1212
client_storage/R2017_10_06/M171006_081911.lvm,936701,200004,180324,263656,1230
client_storage/R2017_10_06/M171006_085709.lvm,929611,200924,192136,272582,1219
client_storage/R2017_10_06/M171006_061333.lvm,935923,195604,180698,267543,1302
client_storage/R2017_10_06/M171006_005345.lvm,929142,207152,191126,277889,1133
client_storage/R2017_10_06/M171006_064223.lvm,925016,203632,177347,270913,1133
client_storage/R2017_10_06/M171006_085203.lvm,923835,215352,218977,298653,1309
client_storage/R2017_10_06/M171006_032400.lvm,932290,198352,172084,266966,1232
client_storage/R2017_10_06/M171006_061551.lvm,926748,202032,190907,272043,1298
client_storage/R2017_10_06/M171006_062151.lvm,930139,200688,182806,268827,1140
client_storage/R2017_10_06/M171006_081607.lvm,936580,194564,177260,258422,1364
client_storage/R2017_10_06/M171006_090719.lvm,927794,206492,184715,276186,1204
client_storage/R2017_10_06/M171006_000147.lvm,932977,198064,160322,256509,1171
client_storage/R2017_10_06/M171006_085525.lvm,928456,204000,187799,272793,1173
client_storage/R2017_10_06/M171006_074853.lvm,931484,205008,195901,274504,1226
client_storage/R2017_10_06/M171006_055432.lvm,929523,202088,180516,269911,1177
client_storage/R2017_10_06/M171006_061529.lvm,928172,195884,165114,257701,1097
client_storage/R2017_10_06/M171006_083027.lvm,929209,204472,184264,273350,1296
client_storage/R2017_10_06/M171006_071713.lvm,923395,215944,213291,296357,1274
client_storage/R2017_10_06/M171006_075905.lvm,933357,199112,184896,268408,1144
client_storage/R2017_10_06/M171006_063907.lvm,929879,196780,178781,268565,1111
client_storage/R2017_10_06/M171006_081346.lvm,929684,201292,179767,265785,1027
client_storage/R2017_10_06/M171006_082259.lvm,932990,195492,175231,260154,1047
client_storage/R2017_10_06/M171006_064935.lvm,920220,201212,178974,269793,1111
client_storage/R2017_10_06/M171006_075134.lvm,928574,201168,180457,268652,1246
client_storage/R2017_10_06/M171006_034029.lvm,931007,199960,181660,266249,1130
client_storage/R2017_10_06/M171006_023912.lvm,928968,200456,177215,265580,1241
client_storage/R2017_10_06/M171006_063513.lvm,929729,196396,178614,264553,1131
client_storage/R2017_10_06/M171006_050151.lvm,927185,201364,183938,269093,1282
client_storage/R2017_10_06/M171006_061014.lvm,930811,199908,187947,270971,1150
client_storage/R2017_10_06/M171006_000308.lvm,931470,202508,185035,271096,1109
client_storage/R2017_10_06/M171006_073215.lvm,935870,196192,176761,259777,1352
client_storage/R2017_10_06/M171006_074246.lvm,936562,197708,177580,261131,1188
client_storage/R2017_10_06/M171006_085606.lvm,925511,198504,181790,272406,1341
client_storage/R2017_10_06/M171006_083201.lvm,930224,201080,186579,270921,1249
client_storage/R2017_10_06/M171006_061902.lvm,936320,204244,204935,279227,1333
client_storage/R2017_10_06/M171006_053446.lvm,932907,209348,210521,289021,1386
client_storage/R2017_10_06/M171006_063743.lvm,929660,203288,178710,270643,1114
client_storage/R2017_10_06/M171006_080735.lvm,931014,201852,180139,267742,1160
client_storage/R2017_10_06/M171006_070146.lvm,931640,199604,181657,266066,1146
client_storage/R2017_10_06/M171006_081745.lvm,936611,194704,177155,261535,1251
client_storage/R2017_10_06/M171006_061243.lvm,932530,198660,172454,259574,1144
client_storage/R2017_10_06/M171006_083231.lvm,929943,202368,178418,269562,1148
client_storage/R2017_10_06/M171006_070930.lvm,927019,199408,178655,264741,1199
client_storage/R2017_10_06/M171006_061705.lvm,928334,200360,174117,264696,1209
client_storage/R2017_10_06/M171006_061410.lvm,931009,198624,174498,260303,1168
client_storage/R2017_10_06/M171006_062503.lvm,930957,200724,182444,267266,1193
client_storage/R2017_10_06/M171006_063930.lvm,930741,200452,175572,266733,1091
client_storage/R2017_10_06/M171006_063810.lvm,935777,194048,179748,262729,1323
client_storage/R2017_10_06/M171006_065328.lvm,930177,201588,182698,272966,1133
client_storage/R2017_10_06/M171006_060751.lvm,927844,204296,188502,272163,1293
client_storage/R2017_10_06/M171006_062428.lvm,933579,200084,180453,264160,1242
client_storage/R2017_10_06/M171006_073604.lvm,931327,202700,176482,268731,1282
client_storage/R2017_10_06/M171006_083413.lvm,916633,197888,164377,256775,1067
client_storage/R2017_10_06/M171006_071256.lvm,934130,196360,181623,263905,1206
client_storage/R2017_10_06/M171006_081227.lvm,936723,197012,175072,257489,1199
client_storage/R2017_10_06/M171006_082009.lvm,932787,201056,176882,266027,995
client_storage/R2017_10_06/M171006_052538.lvm,933970,198876,177230,264114,1204
client_storage/R2017_10_06/M171006_053116.lvm,927069,200524,179411,269330,1195
client_storage/R2017_10_06/M171006_060043.lvm,928425,202152,182565,269291,1129
client_storage/R2017_10_06/M171006_084715.lvm,928458,198068,179212,265702,1119
client_storage/R2017_10_06/M171006_075229.lvm,930802,196932,173297,263222,1088
client_storage/R2017_10_06/M171006_082315.lvm,934915,197108,171691,258485,1141
client_storage/R2017_10_06/M171006_070558.lvm,932753,199576,178127,261146,1187
client_storage/R2017_10_06/M171006_090802.lvm,921185,201628,181665,266282,1185
client_storage/R2017_10_06/M171006_070623.lvm,930153,199688,178828,265627,1206
client_storage/R2017_10_06/M171006_060838.lvm,928956,199552,175587,264268,1165
client_storage/R2017_10_06/M171006_083429.lvm,928921,199828,184063,269927,1306
client_storage/R2017_10_06/M171006_085618.lvm,925484,201600,189993,276833,1337
client_storage/R2017_10_06/M171006_002236.lvm,924166,209556,197694,282489,1180
client_storage/R2017_10_06/M171006_080618.lvm,925521,201124,178906,267751,1189
client_storage/R2017_10_06/M171006_025328.lvm,934409,199708,186679,272887,1163
client_storage/R2017_10_06/M171006_085945.lvm,927581,200288,185202,273389,1231
client_storage/R2017_10_06/M171006_084449.lvm,928071,203192,185168,273584,1281
client_storage/R2017_10_06/M171006_075723.lvm,935392,196324,180429,266836,1165
client_storage/R2017_10_06/M171006_070935.lvm,928743,201512,180361,268453,1282
client_storage/R2017_10_06/M171006_050932.lvm,928038,199840,177671,264025,1170
client_storage/R2017_10_06/M171006_082949.lvm,931425,201376,181847,268948,1229
client_storage/R2017_10_06/M171006_084129.lvm,925404,202940,185846,271540,1173
client_storage/R2017_10_06/M171006_062733.lvm,931640,201708,175290,267722,1111
client_storage/R2017_10_06/M171006_073147.lvm,933651,204432,184718,268684,1174
client_storage/R2017_10_06/M171006_050322.lvm,932325,200628,178672,265790,1163
client_storage/R2017_10_06/M171006_081428.lvm,934662,200712,177660,265549,1119
client_storage/R2017_10_06/M171006_085722.lvm,928020,201132,183995,272481,1224
client_storage/R2017_10_06/M171006_082148.lvm,918227,196924,174650,266426,1105
client_storage/R2017_10_06/M171006_063101.lvm,931802,201304,184501,266460,1193
client_storage/R2017_10_06/M171006_071235.lvm,932689,199796,179722,263627,1268
client_storage/R2017_10_06/M171006_023557.lvm,933180,200232,189378,272784,1251
client_storage/R2017_10_06/M171006_053941.lvm,928850,202280,181612,269515,1133
client_storage/R2017_10_06/M171006_084603.lvm,929370,204068,188071,273073,1175
client_storage/R2017_10_06/M171006_083600.lvm,931336,200700,183801,268396,1292
client_storage/R2017_10_06/M171006_084721.lvm,925104,199684,178630,264805,1093
client_storage/R2017_10_06/M171006_055617.lvm,932747,200164,187319,271088,1207
client_storage/R2017_10_06/M171006_074833.lvm,934211,199036,177982,262104,1130
client_storage/R2017_10_06/M171006_073125.lvm,934547,201056,175934,265320,1245
client_storage/R2017_10_06/M171006_063430.lvm,933950,203908,194077,273027,1288
client_storage/R2017_10_06/M171006_084225.lvm,930681,201440,181197,267489,1302
client_storage/R2017_10_06/M171006_072723.lvm,937594,197992,171860,261080,1306
client_storage/R2017_10_06/M171006_055930.lvm,934616,193116,173853,261146,1216
client_storage/R2017_10_06/M171006_073516.lvm,937193,195752,179070,261346,1376
client_storage/R2017_10_06/M171006_090443.lvm,930918,200200,184153,267958,1298
client_storage/R2017_10_06/M171006_045701.lvm,934945,199992,178840,265529,1154
client_storage/R2017_10_06/M171006_063542.lvm,928704,199176,179062,265645,1137
client_storage/R2017_10_06/M171006_062556.lvm,933597,199872,179725,266560,1181
client_storage/R2017_10_06/M171006_083410.lvm,919081,200688,176913,265016,1160
client_storage/R2017_10_06/M171006_051709.lvm,922799,200488,173993,267725,1220
client_storage/R2017_10_06/M171006_053157.lvm,929188,200304,172939,266675,1195
client_storage/R2017_10_06/M171006_070950.lvm,933804,197880,184708,268638,1316
client_storage/R2017_10_06/M171006_065129.lvm,932532,201396,184492,268764,1205
client_storage/R2017_10_06/M171006_023752.lvm,930592,203556,188633,271680,1259
client_storage/R2017_10_06/M171006_062617.lvm,936971,199764,187344,266331,1412
client_storage/R2017_10_06/M171006_085848.lvm,929238,203316,182760,272291,1147
client_storage/R2017_10_06/M171006_090404.lvm,918663,202272,182835,272350,1172
client_storage/R2017_10_06/M171006_063801.lvm,932236,200820,175278,265132,1283
client_storage/R2017_10_06/M171006_060037.lvm,930504,205452,184905,273109,1226
client_storage/R2017_10_06/M171006_064834.lvm,932116,199048,176515,267902,1127
client_storage/R2017_10_06/M171006_071521.lvm,933308,204932,187167,270183,1237
client_storage/R2017_10_06/M171006_061146.lvm,934339,199672,178874,265520,1184
client_storage/R2017_10_06/M171006_053319.lvm,930701,201528,184622,268770,1279
client_storage/R2017_10_06/M171006_075922.lvm,925647,200792,182596,265862,1115
client_storage/R2017_10_06/M171006_084845.lvm,916517,201616,181636,270789,1163
client_storage/R2017_10_06/M171006_073031.lvm,936235,200260,182634,264108,1344
client_storage/R2017_10_06/M171006_051448.lvm,933311,202160,183209,270628,1242
client_storage/R2017_10_06/M171006_003735.lvm,920792,206936,197652,279175,1055
client_storage/R2017_10_06/M171006_050846.lvm,931824,199952,178413,265679,1114
client_storage/R2017_10_06/M171006_070302.lvm,933073,199132,177828,263689,1230
client_storage/R2017_10_06/M171006_065822.lvm,935144,194644,180525,265512,1181
client_storage/R2017_10_06/M171006_071615.lvm,931221,199616,182855,271276,1203
client_storage/R2017_10_06/M171006_040836.lvm,924978,208804,200305,281188,1198
client_storage/R2017_10_06/M171006_064517.lvm,936467,200284,184240,267031,1362
client_storage/R2017_10_06/M171006_035341.lvm,923402,212260,209268,289999,1272
client_storage/R2017_10_06/M171006_081213.lvm,936650,201232,182555,267448,1177
client_storage/R2017_10_06/M171006_053348.lvm,935465,198716,179038,261088,1345
client_storage/R2017_10_06/M171006_055958.lvm,919860,203220,187015,275715,1154
client_storage/R2017_10_06/M171006_084745.lvm,925563,202076,179606,268644,1172
client_storage/R2017_10_06/M171006_054810.lvm,935179,194516,179574,265127,1297
client_storage/R2017_10_06/M171006_085657.lvm,929950,200796,168139,266385,1124
client_storage/R2017_10_06/M171006_083528.lvm,923222,204644,191704,274666,1180
client_storage/R2017_10_06/M171006_085825.lvm,922972,204552,189896,276172,1265
client_storage/R2017_10_06/M171006_052647.lvm,936015,194112,178168,262655,1324
client_storage/R2017_10_06/M171006_073123.lvm,935063,194648,172900,263657,1163
client_storage/R2017_10_06/M171006_055051.lvm,936054,198788,185158,267196,1346
client_storage/R2017_10_06/M171006_075457.lvm,928382,210636,205448,283988,1196
client_storage/R2017_10_06/M171006_053437.lvm,923457,206828,180563,271261,1138
client_storage/R2017_10_06/M171006_071454.lvm,929035,203236,184011,274756,1245
client_storage/R2017_10_06/M171006_020226.lvm,914875,201096,174533,266139,1111
client_storage/R2017_10_06/M171006_085123.lvm,923458,204884,185332,275627,1203
client_storage/R2017_10_06/M171006_065303.lvm,931550,201008,181647,268083,1145
client_storage/R2017_10_06/M171006_070731.lvm,934566,196416,173437,259149,1165
client_storage/R2017_10_06/M171006_082014.lvm,933033,198764,170852,262940,986
client_storage/R2017_10_06/M171006_064527.lvm,931806,201080,178855,268948,1259
client_storage/R2017_10_06/M171006_080049.lvm,937005,193408,178399,260638,1345
client_storage/R2017_10_06/M171006_055704.lvm,931409,199872,181010,267878,1144
client_storage/R2017_10_06/M171006_064323.lvm,932884,201068,177309,262987,1155
client_storage/R2017_10_06/M171006_081547.lvm,936670,194696,174044,262802,1218
client_storage/R2017_10_06/M171006_034038.lvm,930258,194820,171159,263173,1029
client_storage/R2017_10_06/M171006_070502.lvm,929085,199176,179790,265604,1035
client_storage/R2017_10_06/M171006_065214.lvm,932079,200096,173666,264177,1110
client_storage/R2017_10_06/M171006_060134.lvm,931430,196808,171550,261460,1103
client_storage/R2017_10_06/M171006_054748.lvm,936704,199020,187401,267710,1259
client_storage/R2017_10_06/M171006_075826.lvm,932753,195860,178990,263553,1116
client_storage/R2017_10_06/M171006_062631.lvm,936601,198064,183181,265567,1378
client_storage/R2017_10_06/M171006_074938.lvm,934036,197520,178212,269087,1235
client_storage/R2017_10_06/M171006_064628.lvm,927814,201716,186350,269278,1077
client_storage/R2017_10_06/M171006_054432.lvm,927795,202916,185934,273839,1294
client_storage/R2017_10_06/M171006_045256.lvm,926802,200096,174678,263384,1111
client_storage/R2017_10_06/M171006_053330.lvm,932044,198360,181576,268259,1258
client_storage/R2017_10_06/M171006_070924.lvm,930131,204228,191056,274550,1268
client_storage/R2017_10_06/M171006_034507.lvm,930147,214276,205921,290344,1069
client_storage/R2017_10_06/M171006_064850.lvm,926347,199728,179523,268165,1143
client_storage/R2017_10_06/M171006_055248.lvm,934629,196128,181241,264377,1147
client_storage/R2017_10_06/M171006_074537.lvm,919191,197780,176633,268453,1224
client_storage/R2017_10_06/M171006_053452.lvm,933694,202148,181646,270650,1268
client_storage/R2017_10_06/M171006_032913.lvm,931079,202836,178536,266882,1125
client_storage/R2017_10_06/M171006_074131.lvm,931948,205588,194813,278137,1175
client_storage/R2017_10_06/M171006_085153.lvm,920517,209220,197555,286074,1226
client_storage/R2017_10_06/M171006_060558.lvm,931674,197164,178757,267716,1255
client_storage/R2017_10_06/M171006_063301.lvm,935509,198752,178345,258867,1229
client_storage/R2017_10_06/M171006_080322.lvm,930377,208220,198996,282604,1254
client_storage/R2017_10_06/M171006_075209.lvm,935326,194240,177310,261215,1253
client_storage/R2017_10_06/M171006_064829.lvm,933369,199776,185382,273512,1257
client_storage/R2017_10_06/M171006_051554.lvm,926292,203408,178707,268171,1249
client_storage/R2017_10_06/M171006_055915.lvm,928683,202652,181915,267348,1231
client_storage/R2017_10_06/M171006_025456.lvm,920622,210372,203598,284268,1149
client_storage/R2017_10_06/M171006_062157.lvm,930966,202792,184471,271686,1269
client_storage/R2017_10_06/M171006_062845.lvm,935899,193936,174040,259571,1163
client_storage/R2017_10_06/M171006_065307.lvm,935217,196044,179308,264209,1246
client_storage/R2017_10_06/M171006_055854.lvm,929045,200356,181919,266064,1184
client_storage/R2017_10_06/M171006_064044.lvm,935728,198868,192431,272640,1336
client_storage/R2017_10_06/M171006_064943.lvm,924400,199972,176465,267190,1123
client_storage/R2017_10_06/M171006_081843.lvm,936392,202628,188540,270100,1223
client_storage/R2017_10_06/M171006_064127.lvm,933489,202596,182320,267409,1298
client_storage/R2017_10_06/M171006_075230.lvm,933776,199912,174457,264117,1180
client_storage/R2017_10_06/M171006_062811.lvm,927377,214268,212613,288637,1256
client_storage/R2017_10_06/M171006_072020.lvm,932965,201080,178835,264673,1195
client_storage/R2017_10_06/M171006_084842.lvm,917095,201048,184158,270669,1186
client_storage/R2017_10_06/M171006_063332.lvm,934795,201020,182681,267197,1239
client_storage/R2017_10_06/M171006_061724.lvm,926603,211144,206321,288406,1171
client_storage/R2017_10_06/M171006_044234.lvm,932886,200080,173792,264412,1147
client_storage/R2017_10_06/M171006_084052.lvm,914340,202352,187616,273919,1370
client_storage/R2017_10_06/M171006_083415.lvm,919617,201080,169924,261738,1069
client_storage/R2017_10_06/M171006_065436.lvm,934621,198736,176047,262975,1275
client_storage/R2017_10_06/M171006_043210.lvm,932491,200240,180361,265202,1208
client_storage/R2017_10_06/M171006_082944.lvm,929116,197580,166792,257688,1005
client_storage/R2017_10_06/M171006_065602.lvm,922117,208820,197995,280842,1175
client_storage/R2017_10_06/M171006_075220.lvm,932673,201300,178771,264636,1197
client_storage/R2017_10_06/M171006_064034.lvm,935834,198536,179726,263809,1269
client_storage/R2017_10_06/M171006_082022.lvm,934556,201016,176552,265016,1094
client_storage/R2017_10_06/M171006_050954.lvm,933367,197232,182289,267066,1141
client_storage/R2017_10_06/M171006_074352.lvm,935456,206228,196622,275917,1293
client_storage/R2017_10_06/M171006_064939.lvm,922393,202096,177866,270220,1110
client_storage/R2017_10_06/M171006_081726.lvm,936690,193844,174928,260254,1324
client_storage/R2017_10_06/M171006_074540.lvm,921259,200956,178321,267367,1214
client_storage/R2017_10_06/M171006_060459.lvm,930815,202640,177150,269396,1243
client_storage/R2017_10_06/M171006_075511.lvm,933584,195588,179485,264086,1175
client_storage/R2017_10_06/M171006_075942.lvm,919332,198860,178284,263153,1080
client_storage/R2017_10_06/M171006_071330.lvm,933219,195656,175760,261012,1151
client_storage/R2017_10_06/M171006_090421.lvm,929708,210784,209884,291279,1401
client_storage/R2017_10_06/M171006_073704.lvm,918757,198364,176076,268771,1064
client_storage/R2017_10_06/M171006_070438.lvm,931483,206212,193700,278817,1330
client_storage/R2017_10_06/M171006_080508.lvm,933445,199792,174315,261104,1134
client_storage/R2017_10_06/M171006_061947.lvm,932660,198300,173179,263190,1191
client_storage/R2017_10_06/M171006_034812.lvm,931197,203972,184406,273829,1211
client_storage/R2017_10_06/M171006_090610.lvm,930663,204272,191063,274950,1316
client_storage/R2017_10_06/M171006_074323.lvm,936583,195792,183560,265506,1178
client_storage/R2017_10_06/M171006_055835.lvm,929948,200928,179718,268870,1161
client_storage/R2017_10_06/M171006_090428.lvm,928004,201952,184241,273438,1269
client_storage/R2017_10_06/M171006_023700.lvm,927358,206868,193400,275198,1184
client_storage/R2017_10_06/M171006_051604.lvm,927201,200380,175446,267210,1128
client_storage/R2017_10_06/M171006_062948.lvm,932441,199372,187772,267843,1164
client_storage/R2017_10_06/M171006_090716.lvm,928366,204060,185892,275294,1188
client_storage/R2017_10_06/M171006_082040.lvm,933771,200056,178313,263352,1108
client_storage/R2017_10_06/M171006_062134.lvm,934964,197540,179011,260900,1195
client_storage/R2017_10_06/M171006_061228.lvm,931846,200704,185370,266503,1240
client_storage/R2017_10_06/M171006_045610.lvm,931025,200840,178159,264789,1132
client_storage/R2017_10_06/M171006_081541.lvm,935839,196696,172509,260491,1107
client_storage/R2017_10_06/M171006_044217.lvm,932692,196924,168977,259374,1091
client_storage/R2017_10_06/M171006_065251.lvm,915214,206204,193297,279222,1212
client_storage/R2017_10_06/M171006_052001.lvm,936286,199636,181976,261948,1334
client_storage/R2017_10_06/M171006_064447.lvm,930879,203320,182935,272909,1126
client_storage/R2017_10_06/M171006_072826.lvm,934247,196116,173603,259183,1046
client_storage/R2017_10_06/M171006_044944.lvm,929690,201664,177362,265937,1171
client_storage/R2017_10_06/M171006_083256.lvm,929815,201056,184708,265683,1188
client_storage/R2017_10_06/M171006_051540.lvm,929068,199132,172111,265810,1274
client_storage/R2017_10_06/M171006_084959.lvm,916637,204092,196279,277035,1259
client_storage/R2017_10_06/M171006_035437.lvm,929791,201008,186753,273677,1158
client_storage/R2017_10_06/M171006_065030.lvm,918434,212148,202601,286841,1164
client_storage/R2017_10_06/M171006_050738.lvm,931473,200704,183514,265633,1149
client_storage/R2017_10_06/M171006_080156.lvm,935380,197016,171740,254956,1219
client_storage/R2017_10_06/M171006_064847.lvm,927594,200944,175559,264116,1014
client_storage/R2017_10_06/M171006_033456.lvm,930423,199616,174355,265181,983
client_storage/R2017_10_06/M171006_073608.lvm,931293,199648,177841,264363,1119
client_storage/R2017_10_06/M171006_075159.lvm,931945,200804,180086,264097,1237
client_storage/R2017_10_06/M171006_091033.lvm,928029,203272,184347,273889,1229
client_storage/R2017_10_06/M171006_075104.lvm,929352,202284,181882,269449,1140
client_storage/R2017_10_06/M171006_081623.lvm,933608,201264,176221,264274,1145
client_storage/R2017_10_06/M171006_015838.lvm,932294,197852,174890,261568,1131
client_storage/R2017_10_06/M171006_090923.lvm,928758,200008,182818,271672,1313
client_storage/R2017_10_06/M171006_073725.lvm,925728,198108,171809,260754,1103
client_storage/R2017_10_06/M171006_044106.lvm,929867,198032,169217,260341,1201
client_storage/R2017_10_06/M171006_011959.lvm,933005,203624,183062,270200,1033
client_storage/R2017_10_06/M171006_002115.lvm,932454,201356,184473,269957,1111
client_storage/R2017_10_06/M171006_064747.lvm,931744,202044,180259,270626,1118
client_storage/R2017_10_06/M171006_080947.lvm,922215,197384,157346,256499,863
client_storage/R2017_10_06/M171006_012526.lvm,933631,196676,177388,267964,1181
client_storage/R2017_10_06/M171006_060945.lvm,931036,203792,186840,271038,1235
client_storage/R2017_10_06/M171006_062849.lvm,932020,201828,181965,267715,1228
client_storage/R2017_10_06/M171006_042237.lvm,928200,201680,183819,267966,1160
client_storage/R2017_10_06/M171006_072535.lvm,930949,205764,187103,274585,1153
client_storage/R2017_10_06/M171006_090119.lvm,927207,203504,188970,275097,1182
client_storage/R2017_10_06/M171006_081555.lvm,935074,199700,182611,263437,1208
client_storage/R2017_10_06/M171006_071359.lvm,922187,197104,180788,267142,1162
client_storage/R2017_10_06/M171006_052759.lvm,927063,202012,180767,269079,1162
client_storage/R2017_10_06/M171006_074253.lvm,936908,197308,181667,263442,1280
client_storage/R2017_10_06/M171006_071601.lvm,929273,200188,175711,267464,1080
client_storage/R2017_10_06/M171006_032939.lvm,935904,196104,172049,262508,1171
client_storage/R2017_10_06/M171006_071311.lvm,932453,203944,184560,271227,1287
client_storage/R2017_10_06/M171006_062819.lvm,930080,200872,184135,268898,1133
client_storage/R2017_10_06/M171006_074759.lvm,936046,196164,176772,266604,1127
client_storage/R2017_10_06/M171006_053723.lvm,928263,202236,188225,274733,1322
client_storage/R2017_10_06/M171006_081230.lvm,936604,196624,179020,263322,1241
client_storage/R2017_10_06/M171006_064418.lvm,935366,201944,195812,269859,1378
client_storage/R2017_10_06/M171006_073323.lvm,935305,196984,178221,263111,1134
client_storage/R2017_10_06/M171006_082246.lvm,926479,201396,172913,263318,1010
client_storage/R2017_10_06/M171006_070543.lvm,922782,210720,201967,284939,1192
client_storage/R2017_10_06/M171006_084102.lvm,918246,208036,195314,282823,1377
client_storage/R2017_10_06/M171006_061033.lvm,934372,200748,181171,266930,1273
client_storage/R2017_10_06/M171006_041224.lvm,928144,197516,174632,262344,1167
client_storage/R2017_10_06/M171006_062435.lvm,936062,198412,175476,261580,1195
client_storage/R2017_10_06/M171006_062817.lvm,929838,201400,189316,271065,1162
client_storage/R2017_10_06/M171006_022856.lvm,932022,196040,173463,260014,1040
client_storage/R2017_10_06/M171006_054343.lvm,918821,212524,207466,287073,1221
client_storage/R2017_10_06/M171006_071405.lvm,929514,197272,173268,264927,1077
client_storage/R2017_10_06/M171006_080115.lvm,933915,199624,173065,266446,1114
client_storage/R2017_10_06/M171006_070304.lvm,934446,198980,179524,263737,1253
client_storage/R2017_10_06/M171006_012233.lvm,932732,200056,172990,263508,1060
client_storage/R2017_10_06/M171006_071237.lvm,931125,200860,183988,268566,1324
client_storage/R2017_10_06/M171006_070838.lvm,929525,198852,175230,264696,1091
client_storage/R2017_10_06/M171006_085924.lvm,927258,202884,188265,271853,1201
client_storage/R2017_10_06/M171006_080138.lvm,933196,200316,177314,263383,1153
client_storage/R2017_10_06/M171006_061044.lvm,931762,205948,186673,276052,1293
client_storage/R2017_10_06/M171006_045053.lvm,936142,200028,187776,266003,1330
client_storage/R2017_10_06/M171006_053422.lvm,931596,196344,174521,265190,1125
client_storage/R2017_10_06/M171006_090133.lvm,918922,204324,179713,273024,1169
client_storage/R2017_10_06/M171006_085948.lvm,925083,204328,186047,275144,1300
client_storage/R2017_10_06/M171006_073406.lvm,934260,199604,179512,264559,1134
client_storage/R2017_10_06/M171006_065126.lvm,925773,206784,194191,279914,1189
client_storage/R2017_10_06/M171006_051329.lvm,918161,201412,181968,272251,1227
client_storage/R2017_10_06/M171006_073847.lvm,932988,198564,181842,261972,1152
client_storage/R2017_10_06/M171006_061321.lvm,932123,199804,184913,267778,1189
client_storage/R2017_10_06/M171006_090222.lvm,921181,215104,208410,293062,1257
client_storage/R2017_10_06/M171006_070854.lvm,930875,201116,178638,266232,1119
