file_name,original_size,lzma,bz2,zlib,wavelets 
..\client_storage\R2017_10_06\M171006_114433.lvm,929729,203460,189379,271791,1160
..\client_storage\R2017_10_06\M171006_114439.lvm,930042,204948,187403,273888,1194
..\client_storage\R2017_10_06\M171006_114444.lvm,929822,200664,185067,273945,1176
..\client_storage\R2017_10_06\M171006_114457.lvm,923427,206480,186435,273837,1176
..\client_storage\R2017_10_06\M171006_114459.lvm,926622,201468,177241,266122,1136
..\client_storage\R2017_10_06\M171006_114507.lvm,929768,201612,171590,267337,1051
..\client_storage\R2017_10_06\M171006_114519.lvm,928478,204344,187711,274143,1080
..\client_storage\R2017_10_06\M171006_114521.lvm,928306,202180,182865,268651,1064
..\client_storage\R2017_10_06\M171006_114526.lvm,932061,209804,204377,283862,1304
..\client_storage\R2017_10_06\M171006_114529.lvm,932718,202564,180753,268446,1207
..\client_storage\R2017_10_06\M171006_114530.lvm,932751,201012,181818,268706,1190
..\client_storage\R2017_10_06\M171006_114532.lvm,929807,214084,209141,294000,1272
..\client_storage\R2017_10_06\M171006_114538.lvm,926169,202156,177867,273643,1122
..\client_storage\R2017_10_06\M171006_114541.lvm,929523,203440,184022,276017,1260
..\client_storage\R2017_10_06\M171006_114557.lvm,929081,200388,167505,268682,1260
..\client_storage\R2017_10_06\M171006_114559.lvm,929215,203368,183327,276188,1293
..\client_storage\R2017_10_06\M171006_114608.lvm,933889,203336,189267,273112,1345
..\client_storage\R2017_10_06\M171006_114610.lvm,933905,200468,179489,272278,1304
..\client_storage\R2017_10_06\M171006_114618.lvm,932355,213384,212904,292837,1408
..\client_storage\R2017_10_06\M171006_114625.lvm,929719,209980,201373,283854,1271
..\client_storage\R2017_10_06\M171006_114705.lvm,928669,200940,182295,271334,1170
..\client_storage\R2017_10_06\M171006_114708.lvm,932815,196736,181642,269734,1323
..\client_storage\R2017_10_06\M171006_114726.lvm,930527,201464,182596,268355,1179
..\client_storage\R2017_10_06\M171006_114730.lvm,930423,202280,182022,269696,1266
..\client_storage\R2017_10_06\M171006_114748.lvm,930803,199568,188213,271019,1292
..\client_storage\R2017_10_06\M171006_114752.lvm,931498,201588,186459,274425,1302
..\client_storage\R2017_10_06\M171006_114809.lvm,928137,201700,179368,267079,1190
..\client_storage\R2017_10_06\M171006_114822.lvm,929855,201172,178284,266978,1062
..\client_storage\R2017_10_06\M171006_114920.lvm,928971,203544,186722,270308,1191
..\client_storage\R2017_10_06\M171006_114926.lvm,930355,201400,183406,273042,1307
..\client_storage\R2017_10_06\M171006_114934.lvm,931146,204624,178177,269082,1304
..\client_storage\R2017_10_06\M171006_114940.lvm,925396,207416,197065,281232,1261
..\client_storage\R2017_10_06\M171006_114954.lvm,927254,203376,185757,273418,1254
..\client_storage\R2017_10_06\M171006_115000.lvm,927029,210696,208142,287609,1355
..\client_storage\R2017_10_06\M171006_115005.lvm,927053,201080,188632,275362,1333
..\client_storage\R2017_10_06\M171006_115023.lvm,923363,204452,188533,274905,1252
..\client_storage\R2017_10_06\M171006_115029.lvm,926361,204076,183577,274307,1143
..\client_storage\R2017_10_06\M171006_115036.lvm,926423,202972,174988,267486,1043
..\client_storage\R2017_10_06\M171006_115042.lvm,928993,203144,181510,269641,1193
..\client_storage\R2017_10_06\M171006_115049.lvm,930181,206256,184577,270769,1143
..\client_storage\R2017_10_06\M171006_115054.lvm,930521,204264,187319,274862,1194
..\client_storage\R2017_10_06\M171006_115103.lvm,934063,202176,178833,270527,1259
..\client_storage\R2017_10_06\M171006_115137.lvm,932718,199100,181149,269447,1202
..\client_storage\R2017_10_06\M171006_115139.lvm,929302,198592,176984,265129,1154
..\client_storage\R2017_10_06\M171006_115153.lvm,927736,201464,179717,269981,1135
..\client_storage\R2017_10_06\M171006_115218.lvm,922703,210856,200289,285439,1162
..\client_storage\R2017_10_06\M171006_115223.lvm,921642,206704,185498,275672,1168
..\client_storage\R2017_10_06\M171006_115233.lvm,930422,198644,179690,269276,1139
..\client_storage\R2017_10_06\M171006_115250.lvm,923345,202376,177198,267651,1151
..\client_storage\R2017_10_06\M171006_115255.lvm,917386,213516,203417,289349,1255
..\client_storage\R2017_10_06\M171006_115302.lvm,922118,202564,183167,271264,1179
..\client_storage\R2017_10_06\M171006_115320.lvm,916615,199964,176964,267406,1158
..\client_storage\R2017_10_06\M171006_115324.lvm,920152,203012,185346,271397,1204
..\client_storage\R2017_10_06\M171006_115328.lvm,929590,201148,180496,266490,1158
..\client_storage\R2017_10_06\M171006_115335.lvm,925084,205036,185947,275830,1227
..\client_storage\R2017_10_06\M171006_115337.lvm,929381,205740,182748,274996,1195
..\client_storage\R2017_10_06\M171006_115402.lvm,926364,200676,181813,271082,1212
..\client_storage\R2017_10_06\M171006_115410.lvm,926168,201532,183443,272004,1212
..\client_storage\R2017_10_06\M171006_115413.lvm,925827,203456,182385,270593,1185
..\client_storage\R2017_10_06\M171006_115420.lvm,928690,202132,187642,273941,1293
..\client_storage\R2017_10_06\M171006_115428.lvm,926765,208716,204057,284723,1422
..\client_storage\R2017_10_06\M171006_115430.lvm,913376,202692,178468,271798,1179
..\client_storage\R2017_10_06\M171006_115441.lvm,920576,204660,191908,276445,1244
..\client_storage\R2017_10_06\M171006_115449.lvm,926362,203320,184950,270701,1248
..\client_storage\R2017_10_06\M171006_115456.lvm,926516,205248,188122,277755,1283
..\client_storage\R2017_10_06\M171006_115457.lvm,924245,218452,222042,298759,1272
..\client_storage\R2017_10_06\M171006_115514.lvm,923470,199856,179324,270089,1198
..\client_storage\R2017_10_06\M171006_115524.lvm,932302,204312,189586,272809,1293
..\client_storage\R2017_10_06\M171006_115527.lvm,935280,203136,190012,271152,1376
..\client_storage\R2017_10_06\M171006_115534.lvm,932909,202352,184723,270282,1321
..\client_storage\R2017_10_06\M171006_115543.lvm,927756,200152,186588,274310,1222
..\client_storage\R2017_10_06\M171006_115557.lvm,925150,208396,199547,280715,1320
..\client_storage\R2017_10_06\M171006_115611.lvm,928087,201500,181827,272599,1290
..\client_storage\R2017_10_06\M171006_115617.lvm,923798,199944,171364,268647,1252
..\client_storage\R2017_10_06\M171006_115619.lvm,927112,203920,185622,277679,1329
..\client_storage\R2017_10_06\M171006_115621.lvm,926990,204232,183082,275201,1245
..\client_storage\R2017_10_06\M171006_115624.lvm,927245,202508,180565,272978,1219
..\client_storage\R2017_10_06\M171006_115641.lvm,924404,213452,209420,290516,1190
..\client_storage\R2017_10_06\M171006_115649.lvm,930515,200872,189470,273160,1190
..\client_storage\R2017_10_06\M171006_115731.lvm,921707,211008,200333,286030,1219
..\client_storage\R2017_10_06\M171006_115743.lvm,932055,204616,185380,276798,1286
..\client_storage\R2017_10_06\M171006_115747.lvm,933029,203580,182853,271405,1346
..\client_storage\R2017_10_06\M171006_115800.lvm,931900,202076,191092,273919,1300
..\client_storage\R2017_10_06\M171006_115804.lvm,933674,212540,214552,292627,1433
..\client_storage\R2017_10_06\M171006_115805.lvm,936325,196420,185879,269231,1412
..\client_storage\R2017_10_06\M171006_115808.lvm,934671,198252,184208,270108,1290
..\client_storage\R2017_10_06\M171006_115816.lvm,936215,196400,175646,259978,1379
..\client_storage\R2017_10_06\M171006_115841.lvm,927120,202448,189426,272352,1327
..\client_storage\R2017_10_06\M171006_115852.lvm,931694,202768,190975,272973,1329
..\client_storage\R2017_10_06\M171006_115856.lvm,929941,203320,179463,271696,1186
..\client_storage\R2017_10_06\M171006_115857.lvm,929729,203272,183128,270181,1170
..\client_storage\R2017_10_06\M171006_115902.lvm,930507,203392,193753,278149,1337
..\client_storage\R2017_10_06\M171006_115917.lvm,931889,201584,182473,269906,1188
..\client_storage\R2017_10_06\M171006_115934.lvm,922967,207448,193145,280785,1136
..\client_storage\R2017_10_06\M171006_120015.lvm,926803,202628,181500,272176,1177
..\client_storage\R2017_10_06\M171006_120021.lvm,931131,200600,186646,270397,1320
..\client_storage\R2017_10_06\M171006_120027.lvm,927111,202712,184702,274008,1213
..\client_storage\R2017_10_06\M171006_120029.lvm,929948,202236,177914,269492,1295
..\client_storage\R2017_10_06\M171006_120043.lvm,927547,202364,183785,273162,1253
..\client_storage\R2017_10_06\M171006_120047.lvm,914635,205748,190040,276168,1045
..\client_storage\R2017_10_06\M171006_120051.lvm,927773,202516,187143,270944,1131
..\client_storage\R2017_10_06\M171006_120059.lvm,924099,203628,181447,269359,1038
..\client_storage\R2017_10_06\M171006_120102.lvm,924656,204212,179505,272942,1115
..\client_storage\R2017_10_06\M171006_120117.lvm,927005,202324,184603,273636,1251
..\client_storage\R2017_10_06\M171006_120141.lvm,924786,202664,189286,271928,1147
..\client_storage\R2017_10_06\M171006_120147.lvm,924751,200836,183122,268065,1115
..\client_storage\R2017_10_06\M171006_120151.lvm,924985,201564,187155,270821,1145
..\client_storage\R2017_10_06\M171006_120155.lvm,926208,202304,181667,271443,1169
..\client_storage\R2017_10_06\M171006_120159.lvm,918928,207676,194528,279248,1119
..\client_storage\R2017_10_06\M171006_120209.lvm,923503,204972,184865,275681,1151
..\client_storage\R2017_10_06\M171006_120213.lvm,928562,205776,189598,278860,1207
..\client_storage\R2017_10_06\M171006_120224.lvm,930426,203676,184018,271572,1191
..\client_storage\R2017_10_06\M171006_120229.lvm,922769,211748,197744,284200,1174
..\client_storage\R2017_10_06\M171006_120237.lvm,932127,204068,184755,272673,1180
..\client_storage\R2017_10_06\M171006_120239.lvm,927451,201872,174129,270670,1125
..\client_storage\R2017_10_06\M171006_120243.lvm,932438,202488,182667,267279,1198
..\client_storage\R2017_10_06\M171006_120255.lvm,926880,202372,184423,275074,1239
..\client_storage\R2017_10_06\M171006_120302.lvm,930714,202148,184724,271950,1262
..\client_storage\R2017_10_06\M171006_120311.lvm,926969,202988,187131,276548,1274
..\client_storage\R2017_10_06\M171006_120328.lvm,926175,204044,190037,277737,1337
..\client_storage\R2017_10_06\M171006_120336.lvm,926437,204260,186598,276363,1359
..\client_storage\R2017_10_06\M171006_120341.lvm,926701,203608,182430,274497,1390
..\client_storage\R2017_10_06\M171006_120352.lvm,927243,200524,172168,264897,1115
..\client_storage\R2017_10_06\M171006_120404.lvm,926422,202936,178424,268516,1075
..\client_storage\R2017_10_06\M171006_120408.lvm,929690,202884,186459,268840,1079
..\client_storage\R2017_10_06\M171006_120412.lvm,927798,201540,180676,268947,1210
..\client_storage\R2017_10_06\M171006_120434.lvm,930531,201700,189725,275146,1231
..\client_storage\R2017_10_06\M171006_120436.lvm,933480,204596,187156,271939,1307
..\client_storage\R2017_10_06\M171006_120455.lvm,927624,202040,182237,271401,1181
..\client_storage\R2017_10_06\M171006_120501.lvm,927352,210828,205057,289391,1312
..\client_storage\R2017_10_06\M171006_120507.lvm,928004,204084,189154,278485,1331
..\client_storage\R2017_10_06\M171006_120517.lvm,927749,205396,184686,275001,1164
..\client_storage\R2017_10_06\M171006_120522.lvm,926057,201100,181157,273438,1180
..\client_storage\R2017_10_06\M171006_120525.lvm,929984,204540,188517,277211,1184
..\client_storage\R2017_10_06\M171006_120529.lvm,932144,212940,209001,290360,1320
..\client_storage\R2017_10_06\M171006_120558.lvm,919523,202536,184891,273802,1193
..\client_storage\R2017_10_06\M171006_120600.lvm,915468,200872,175727,268888,1164
..\client_storage\R2017_10_06\M171006_120606.lvm,924217,204388,177779,271255,1148
..\client_storage\R2017_10_06\M171006_120611.lvm,924640,202896,176039,270380,1132
..\client_storage\R2017_10_06\M171006_120616.lvm,929764,201856,182942,267109,1182
..\client_storage\R2017_10_06\M171006_120621.lvm,929415,202168,184005,268066,1158
..\client_storage\R2017_10_06\M171006_120626.lvm,921488,202396,177685,269146,1166
..\client_storage\R2017_10_06\M171006_120640.lvm,925274,203028,185237,269221,1149
..\client_storage\R2017_10_06\M171006_120642.lvm,926498,202440,181006,266682,1144
..\client_storage\R2017_10_06\M171006_120649.lvm,927952,203272,179097,266623,1160
..\client_storage\R2017_10_06\M171006_120650.lvm,930292,201228,184970,268210,1117
..\client_storage\R2017_10_06\M171006_120713.lvm,926890,198860,179283,270719,1193
..\client_storage\R2017_10_06\M171006_120716.lvm,930480,203836,186618,272904,1197
..\client_storage\R2017_10_06\M171006_124608.lvm,921721,193324,150883,249673,857
..\client_storage\R2017_10_06\M171006_124609.lvm,923549,193656,149430,250140,859
..\client_storage\R2017_10_06\M171006_124623.lvm,928007,200716,185564,269244,974
..\client_storage\R2017_10_06\M171006_124628.lvm,924692,201172,186323,272198,1044
..\client_storage\R2017_10_06\M171006_124632.lvm,922469,195056,151797,253006,942
..\client_storage\R2017_10_06\M171006_124642.lvm,919960,206672,199371,278698,1104
..\client_storage\R2017_10_06\M171006_124651.lvm,923658,198592,176743,264755,954
..\client_storage\R2017_10_06\M171006_124655.lvm,930658,198996,181336,265913,979
..\client_storage\R2017_10_06\M171006_124700.lvm,924692,199500,179599,267330,1040
..\client_storage\R2017_10_06\M171006_124710.lvm,927210,199072,185589,268074,1111
..\client_storage\R2017_10_06\M171006_124712.lvm,923805,195000,149296,251658,863
..\client_storage\R2017_10_06\M171006_124722.lvm,919894,201388,186685,272057,1073
..\client_storage\R2017_10_06\M171006_124724.lvm,920263,204548,190065,272899,1106
..\client_storage\R2017_10_06\M171006_124731.lvm,924218,199292,189586,271329,1157
..\client_storage\R2017_10_06\M171006_124738.lvm,928633,201268,179331,267131,993
..\client_storage\R2017_10_06\M171006_124756.lvm,912763,206968,197831,280095,1250
..\client_storage\R2017_10_06\M171006_124801.lvm,913253,198724,172523,266775,1171
..\client_storage\R2017_10_06\M171006_124804.lvm,913652,198276,173148,266056,1266
..\client_storage\R2017_10_06\M171006_124811.lvm,910348,195092,147102,252449,1258
..\client_storage\R2017_10_06\M171006_124820.lvm,913546,201052,184723,268313,1341
..\client_storage\R2017_10_06\M171006_124825.lvm,914005,199828,181298,269331,1153
..\client_storage\R2017_10_06\M171006_124844.lvm,913709,202588,185652,269018,1272
..\client_storage\R2017_10_06\M171006_124904.lvm,922262,199948,181471,268721,1249
..\client_storage\R2017_10_06\M171006_124913.lvm,914939,206320,194917,276213,1219
..\client_storage\R2017_10_06\M171006_124924.lvm,916431,207120,220147,291346,1416
..\client_storage\R2017_10_06\M171006_124926.lvm,904686,186216,175195,256790,1271
..\client_storage\R2017_10_06\M171006_124938.lvm,915172,201100,179370,265811,1129
..\client_storage\R2017_10_06\M171006_124945.lvm,915749,200672,179514,265866,1147
..\client_storage\R2017_10_06\M171006_124952.lvm,922163,197720,181569,266741,1162
..\client_storage\R2017_10_06\M171006_124954.lvm,915347,198664,180899,264914,1007
..\client_storage\R2017_10_06\M171006_125009.lvm,918053,197504,176514,267099,1148
..\client_storage\R2017_10_06\M171006_125037.lvm,925475,195540,179348,261825,1272
..\client_storage\R2017_10_06\M171006_125044.lvm,922960,197640,187111,268873,1275
..\client_storage\R2017_10_06\M171006_125049.lvm,915108,197916,180984,265071,1145
..\client_storage\R2017_10_06\M171006_125104.lvm,921395,200496,180242,267217,1285
..\client_storage\R2017_10_06\M171006_125117.lvm,917218,196384,178080,262793,1230
..\client_storage\R2017_10_06\M171006_125121.lvm,919834,202200,191605,271565,1198
..\client_storage\R2017_10_06\M171006_125126.lvm,912516,198556,184512,263636,1151
..\client_storage\R2017_10_06\M171006_125145.lvm,923079,198712,182982,266143,1198
..\client_storage\R2017_10_06\M171006_125201.lvm,926636,200232,198326,271401,1334
..\client_storage\R2017_10_06\M171006_125206.lvm,922319,204492,196057,272943,1246
..\client_storage\R2017_10_06\M171006_125225.lvm,925489,194348,178738,260736,1172
..\client_storage\R2017_10_06\M171006_125233.lvm,925712,191244,175207,259809,1410
..\client_storage\R2017_10_06\M171006_125236.lvm,917617,199388,182414,262180,1201
..\client_storage\R2017_10_06\M171006_125243.lvm,924788,193540,181268,261795,1184
..\client_storage\R2017_10_06\M171006_125254.lvm,923947,200084,188705,269242,1186
..\client_storage\R2017_10_06\M171006_125306.lvm,922489,212556,216750,293827,1383
..\client_storage\R2017_10_06\M171006_125312.lvm,924446,203612,183665,269716,1098
..\client_storage\R2017_10_06\M171006_125332.lvm,925657,195644,185486,267426,1342
..\client_storage\R2017_10_06\M171006_125334.lvm,924817,194300,182875,264041,1224
..\client_storage\R2017_10_06\M171006_125343.lvm,919210,199856,186602,269576,1223
..\client_storage\R2017_10_06\M171006_125347.lvm,916974,200388,187039,267875,1153
..\client_storage\R2017_10_06\M171006_125350.lvm,918632,214056,213758,293973,1362
..\client_storage\R2017_10_06\M171006_125352.lvm,915862,202208,181506,270019,1211
..\client_storage\R2017_10_06\M171006_125353.lvm,922183,199856,182713,268053,1159
..\client_storage\R2017_10_06\M171006_125404.lvm,918579,201364,182641,273386,1223
..\client_storage\R2017_10_06\M171006_125416.lvm,915191,199744,181659,264302,924
..\client_storage\R2017_10_06\M171006_125420.lvm,919472,199396,182183,266516,863
..\client_storage\R2017_10_06\M171006_125422.lvm,918884,196136,159686,254824,787
..\client_storage\R2017_10_06\M171006_125427.lvm,917944,200192,173964,265446,1120
..\client_storage\R2017_10_06\M171006_125430.lvm,913203,196816,177367,260989,1032
..\client_storage\R2017_10_06\M171006_125433.lvm,919504,199664,182792,267920,1099
..\client_storage\R2017_10_06\M171006_125437.lvm,919298,198640,185635,267568,1121
..\client_storage\R2017_10_06\M171006_125447.lvm,913511,195448,175687,263456,1271
..\client_storage\R2017_10_06\M171006_125454.lvm,909684,195056,179557,259903,1188
..\client_storage\R2017_10_06\M171006_125458.lvm,910350,195716,180691,260280,1221
..\client_storage\R2017_10_06\M171006_125511.lvm,912383,194632,179908,259393,1286
..\client_storage\R2017_10_06\M171006_125516.lvm,909043,195348,185432,261867,1239
..\client_storage\R2017_10_06\M171006_125520.lvm,910849,194608,173483,259989,1219
..\client_storage\R2017_10_06\M171006_125536.lvm,915506,214536,233602,299749,1431
..\client_storage\R2017_10_06\M171006_125548.lvm,911551,198396,179720,260167,1085
..\client_storage\R2017_10_06\M171006_125558.lvm,908858,195404,180360,257466,1163
..\client_storage\R2017_10_06\M171006_125603.lvm,908002,196020,183225,262389,1112
..\client_storage\R2017_10_06\M171006_125605.lvm,906523,196592,173552,258386,1082
..\client_storage\R2017_10_06\M171006_125615.lvm,909652,198236,182737,264544,1122
..\client_storage\R2017_10_06\M171006_125618.lvm,914787,199704,179276,268257,1159
..\client_storage\R2017_10_06\M171006_125620.lvm,910870,202076,182536,268308,1138
..\client_storage\R2017_10_06\M171006_125622.lvm,917637,203716,184807,266988,1076
..\client_storage\R2017_10_06\M171006_125630.lvm,911239,198312,176460,264600,1125
..\client_storage\R2017_10_06\M171006_125703.lvm,912238,199032,179337,265563,1113
..\client_storage\R2017_10_06\M171006_125713.lvm,916776,198620,174689,264616,1116
..\client_storage\R2017_10_06\M171006_125714.lvm,917603,200228,185630,270184,1149
..\client_storage\R2017_10_06\M171006_125717.lvm,910009,200172,180456,264651,1126
..\client_storage\R2017_10_06\M171006_125728.lvm,915246,210560,206227,286542,1233
..\client_storage\R2017_10_06\M171006_125731.lvm,917796,211388,210098,288283,1237
..\client_storage\R2017_10_06\M171006_125735.lvm,914616,202496,185128,270837,1125
..\client_storage\R2017_10_06\M171006_125752.lvm,919665,215964,223535,298025,1280
..\client_storage\R2017_10_06\M171006_125800.lvm,921937,200704,178994,267364,1111
..\client_storage\R2017_10_06\M171006_125805.lvm,917376,198936,180676,266432,968
..\client_storage\R2017_10_06\M171006_125808.lvm,915698,200732,176915,267154,1051
..\client_storage\R2017_10_06\M171006_125818.lvm,914367,198104,182353,267275,1091
..\client_storage\R2017_10_06\M171006_125830.lvm,916459,198812,172745,261083,997
..\client_storage\R2017_10_06\M171006_125934.lvm,909751,197032,179890,259092,1119
..\client_storage\R2017_10_06\M171006_125936.lvm,909543,196472,172649,261117,1088
..\client_storage\R2017_10_06\M171006_125946.lvm,920040,199936,181884,268859,1138
..\client_storage\R2017_10_06\M171006_125948.lvm,916187,199196,184262,266721,1160
..\client_storage\R2017_10_06\M171006_125949.lvm,913224,196992,182653,263565,1258
..\client_storage\R2017_10_06\M171006_125958.lvm,914096,198108,184671,266045,1417
..\client_storage\R2017_10_06\M171006_130005.lvm,912992,196532,179608,263190,1293
..\client_storage\R2017_10_06\M171006_130010.lvm,914873,210336,201470,281912,1335
..\client_storage\R2017_10_06\M171006_130013.lvm,914660,200880,185650,267403,1232
..\client_storage\R2017_10_06\M171006_130017.lvm,910701,199480,189981,267257,1223
..\client_storage\R2017_10_06\M171006_130021.lvm,909600,197568,177129,259903,1003
..\client_storage\R2017_10_06\M171006_130026.lvm,920664,201100,183919,266222,1047
..\client_storage\R2017_10_06\M171006_130031.lvm,917387,199904,183691,264627,1011
..\client_storage\R2017_10_06\M171006_130042.lvm,905167,194180,169099,256456,940
..\client_storage\R2017_10_06\M171006_130046.lvm,911308,196804,173957,258096,982
..\client_storage\R2017_10_06\M171006_130049.lvm,912031,197160,173830,258493,1021
..\client_storage\R2017_10_06\M171006_130111.lvm,904973,193952,179082,258861,1125
..\client_storage\R2017_10_06\M171006_130117.lvm,900495,184648,165198,250922,1140
..\client_storage\R2017_10_06\M171006_130128.lvm,907864,197004,185695,262534,1135
..\client_storage\R2017_10_06\M171006_130130.lvm,910250,198444,181445,264630,1028
..\client_storage\R2017_10_06\M171006_130132.lvm,912959,201688,179056,268902,1206
..\client_storage\R2017_10_06\M171006_130146.lvm,908124,207404,207032,280427,1299
..\client_storage\R2017_10_06\M171006_130150.lvm,907532,197648,190810,266610,1156
..\client_storage\R2017_10_06\M171006_130154.lvm,904141,193372,180350,260454,1171
..\client_storage\R2017_10_06\M171006_130205.lvm,903052,191164,174069,255382,1122
..\client_storage\R2017_10_06\M171006_130207.lvm,904150,193280,182252,260808,1211
..\client_storage\R2017_10_06\M171006_130214.lvm,910108,198392,178830,261379,951
..\client_storage\R2017_10_06\M171006_130216.lvm,904103,190620,164258,250663,928
..\client_storage\R2017_10_06\M171006_130220.lvm,902961,189096,181080,257488,1196
..\client_storage\R2017_10_06\M171006_130229.lvm,908973,196836,179572,260739,1044
..\client_storage\R2017_10_06\M171006_130237.lvm,919458,204148,187608,271975,1147
..\client_storage\R2017_10_06\M171006_130242.lvm,919523,202288,185840,271399,1176
..\client_storage\R2017_10_06\M171006_130246.lvm,918136,204380,186025,270918,1172
..\client_storage\R2017_10_06\M171006_130250.lvm,918360,201216,181665,269789,1117
..\client_storage\R2017_10_06\M171006_130255.lvm,914753,200632,181233,269988,1098
..\client_storage\R2017_10_06\M171006_130259.lvm,917569,202168,185323,273335,1114
..\client_storage\R2017_10_06\M171006_130306.lvm,918556,198424,177789,269966,1115
..\client_storage\R2017_10_06\M171006_130310.lvm,922232,202976,185252,273436,1141
..\client_storage\R2017_10_06\M171006_130321.lvm,924202,201376,190598,276159,1128
..\client_storage\R2017_10_06\M171006_130325.lvm,918239,202308,185671,274905,1159
..\client_storage\R2017_10_06\M171006_130327.lvm,916891,201912,178029,269243,1140
..\client_storage\R2017_10_06\M171006_130334.lvm,915085,200872,182672,270671,1153
..\client_storage\R2017_10_06\M171006_130359.lvm,921733,198568,182865,272068,1236
..\client_storage\R2017_10_06\M171006_130406.lvm,922725,199036,180691,268644,1220
..\client_storage\R2017_10_06\M171006_130410.lvm,923813,197064,181328,267337,1219
..\client_storage\R2017_10_06\M171006_130419.lvm,920062,199200,181005,267222,1140
..\client_storage\R2017_10_06\M171006_130436.lvm,917347,206944,193965,278355,1264
..\client_storage\R2017_10_06\M171006_130448.lvm,922493,198532,178696,267161,1172
..\client_storage\R2017_10_06\M171006_130506.lvm,914206,201192,180432,268433,1136
..\client_storage\R2017_10_06\M171006_130510.lvm,909529,200204,184809,266853,1237
..\client_storage\R2017_10_06\M171006_130521.lvm,902491,192616,177114,259488,1280
..\client_storage\R2017_10_06\M171006_130531.lvm,901262,186808,172363,255204,1322
..\client_storage\R2017_10_06\M171006_130537.lvm,902122,183788,177850,258853,1461
..\client_storage\R2017_10_06\M171006_130541.lvm,901561,181376,176468,258959,1429
..\client_storage\R2017_10_06\M171006_130543.lvm,901551,179528,178710,255342,1443
..\client_storage\R2017_10_06\M171006_130600.lvm,914050,209280,219095,292208,1441
..\client_storage\R2017_10_06\M171006_130609.lvm,908749,196108,184505,264966,1325
..\client_storage\R2017_10_06\M171006_130623.lvm,906148,195336,180721,260831,1321
..\client_storage\R2017_10_06\M171006_130633.lvm,900797,185388,172526,254639,1405
..\client_storage\R2017_10_06\M171006_130637.lvm,903969,192980,181612,260334,1355
..\client_storage\R2017_10_06\M171006_130639.lvm,909570,196188,179338,264912,1326
..\client_storage\R2017_10_06\M171006_130642.lvm,911080,209772,206458,287054,1314
..\client_storage\R2017_10_06\M171006_130647.lvm,911779,198988,173835,266030,1327
..\client_storage\R2017_10_06\M171006_130652.lvm,914113,201728,180002,268555,1225
..\client_storage\R2017_10_06\M171006_130653.lvm,913773,200476,179992,268213,1200
..\client_storage\R2017_10_06\M171006_130657.lvm,920547,199088,182041,266048,1073
..\client_storage\R2017_10_06\M171006_130700.lvm,921555,197548,183637,267316,1025
..\client_storage\R2017_10_06\M171006_130713.lvm,916132,200152,182065,267904,1206
..\client_storage\R2017_10_06\M171006_130722.lvm,912484,198224,177552,268097,1301
..\client_storage\R2017_10_06\M171006_130734.lvm,912710,198240,180213,267634,1387
..\client_storage\R2017_10_06\M171006_130739.lvm,912724,200164,182137,269597,1293
..\client_storage\R2017_10_06\M171006_130741.lvm,915788,204152,190639,275052,1271
..\client_storage\R2017_10_06\M171006_130745.lvm,926655,205604,189069,274296,1069
..\client_storage\R2017_10_06\M171006_130747.lvm,928155,200232,180737,269403,1175
..\client_storage\R2017_10_06\M171006_130753.lvm,925525,196240,179145,266347,1249
..\client_storage\R2017_10_06\M171006_130802.lvm,925066,194904,178745,268567,1165
..\client_storage\R2017_10_06\M171006_130804.lvm,931011,202964,183027,267123,1163
..\client_storage\R2017_10_06\M171006_130811.lvm,923972,210192,200091,282083,1132
..\client_storage\R2017_10_06\M171006_130813.lvm,934950,196396,180364,264534,1160
..\client_storage\R2017_10_06\M171006_130834.lvm,918860,200748,179768,265361,1141
..\client_storage\R2017_10_06\M171006_130838.lvm,912260,195868,173246,260366,1104
..\client_storage\R2017_10_06\M171006_130845.lvm,917847,210056,206994,283977,1273
..\client_storage\R2017_10_06\M171006_130846.lvm,928602,205688,211684,283877,1437
..\client_storage\R2017_10_06\M171006_130854.lvm,919615,210928,199418,283768,1188
..\client_storage\R2017_10_06\M171006_130903.lvm,926247,199388,175132,263274,1093
..\client_storage\R2017_10_06\M171006_130929.lvm,912414,196772,171649,259934,1120
..\client_storage\R2017_10_06\M171006_130933.lvm,905652,198236,181176,264932,1068
..\client_storage\R2017_10_06\M171006_130944.lvm,906464,194572,185894,262395,1086
..\client_storage\R2017_10_06\M171006_130958.lvm,904488,195116,173987,258896,1105
..\client_storage\R2017_10_06\M171006_131026.lvm,901985,182456,178839,255131,1294
..\client_storage\R2017_10_06\M171006_131033.lvm,900892,184900,171235,253229,1351
..\client_storage\R2017_10_06\M171006_131038.lvm,901997,185512,177213,256717,1389
..\client_storage\R2017_10_06\M171006_131042.lvm,900425,179260,169829,251321,1408
..\client_storage\R2017_10_06\M171006_131056.lvm,901546,180036,173940,253791,1383
..\client_storage\R2017_10_06\M171006_131102.lvm,902471,187184,179530,257511,1394
..\client_storage\R2017_10_06\M171006_131106.lvm,901756,181268,177450,258256,1398
..\client_storage\R2017_10_06\M171006_131144.lvm,900195,174352,172017,253067,1479
..\client_storage\R2017_10_06\M171006_131145.lvm,901253,188324,173842,258588,1401
..\client_storage\R2017_10_06\M171006_131148.lvm,906628,195932,185881,266140,1355
..\client_storage\R2017_10_06\M171006_131156.lvm,904887,194864,177551,261561,1318
..\client_storage\R2017_10_06\M171006_131159.lvm,908363,206564,200667,280263,1341
